,Unnamed: 0,City Code,City,Average share of the built-up area of cities that is open space for public use for all (%) [a],Average share of urban population with convenient access to open public spaces (%) [b],Month,Year,Decibel_Level,Traffic_Density,Green_Space_Area,Air_Quality_Index,Happiness_Score,Cost_of_Living_Index,Healthcare_Index,Absolute value in thousands,Urban population as percentage of total population,Economy,Country,Employment_to_Population_Ratio
5564,5564,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,391.135,27.39721,5124,mexico,58.967
5565,5565,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,32027.461,89.04014,5200,mexico,58.967
5566,5566,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,102699.905,44.45468,5210,mexico,58.967
5567,5567,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,11.229,0,5220,mexico,58.967
5568,5568,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,662.726,87.83099,5221,mexico,58.967
5569,5569,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,39923.245,44.3563,5222,mexico,58.967
5570,5570,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,NOT APPLICABLE,NOT APPLICABLE,5223,mexico,58.967
5571,5571,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,NOT APPLICABLE,NOT APPLICABLE,5300,mexico,58.967
5572,5572,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,24676.417,50.47801,5330,mexico,58.967
5573,5573,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,19179.393,34.23759,5350,mexico,58.967
5574,5574,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,8546141.335,60.22361,5320,mexico,58.967
5575,5575,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,1709226.962,48.45754,5340,mexico,58.967
5576,5576,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,293320.809,55.09464,5400,mexico,58.967
5577,5577,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,1415906.153,47.08259,5410,mexico,58.967
5578,5578,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,572961.22,34.32624,5420,mexico,58.967
5579,5579,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,248263.711,56.02931,5430,mexico,58.967
5580,5580,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,74349.536,69.73205,5440,mexico,58.967
5581,5581,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,520331.686,53.62413,5500,mexico,58.967
5582,5582,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,1089752.455,83.91752,5600,mexico,58.967
5583,5583,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,396649.647,84.73392,5702,mexico,58.967
5584,5584,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,693102.808,83.45031,5706,mexico,58.967
5585,5585,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,41997.23,74.19676,5703,mexico,58.967
5586,5586,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,191251.974,78.18547,5704,mexico,58.967
5587,5587,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,459853.604,86.48504,5705,mexico,58.967
5588,5588,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,4957495.637,56.42435,1400,mexico,58.967
5589,5589,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,85333.015,50.55786,1410,mexico,58.967
5590,5590,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,1647993.907,72.80611,1420,mexico,58.967
5591,5591,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,724664.454,55.63849,1460,mexico,58.967
5592,5592,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,2173354.46,41.72529,1430,mexico,58.967
5593,5593,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,326149.801,74.88008,1450,mexico,58.967
5594,5594,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,740454.271,77.46164,1500,mexico,58.967
5595,5595,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,281836.359,72.19918,1520,mexico,58.967
5596,5596,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,109132.839,85.02114,1560,mexico,58.967
5597,5597,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,149821.161,75.43768,1530,mexico,58.967
5598,5598,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,199663.912,82.27671,1550,mexico,58.967
5599,5599,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,49212.01,67.56317,1540,mexico,58.967
5600,5600,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,5006707.647,56.53384,1600,mexico,58.967
5601,5601,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,1136758.056,80.00202,1601,mexico,58.967
5602,5602,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,1170456.14,80.22243,1610,mexico,58.967
5603,5603,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,2258687.475,42.05899,1612,mexico,58.967
5604,5604,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,2372658.361,67.56272,1614,mexico,58.967
5605,5605,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,619470.61,65.51163,1615,mexico,58.967
5606,5606,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,7195399.366,56.23261,1620,mexico,58.967
5607,5607,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,1709226.962,48.45754,1640,mexico,58.967
5608,5608,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,693102.808,83.45031,2623,mexico,58.967
5609,5609,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,4793069.596,55.06941,2622,mexico,58.967
5610,5610,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,4777555.67,55.17057,2621,mexico,58.967
5611,5611,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,15513.926,23.9155,2711,mexico,58.967
5612,5612,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,1350396.107,81.48708,3412,mexico,58.967
5613,5613,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,396649.647,84.73392,3916,mexico,58.967
5614,5614,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,213638.051,89.38903,3919,mexico,58.967
5615,5615,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,179939.967,89.71327,3905,mexico,58.967
5616,5616,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,33698.084,87.65768,1,mexico,58.967
5617,5617,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,740108.409,77.46603,4,mexico,58.967
5618,5618,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,5779793.46,52.70736,8,mexico,58.967
5619,5619,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,5852957.088,59.85641,12,mexico,58.967
5620,5620,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,1342442.278,40.43309,16,mexico,58.967
5621,5621,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,392026.279,39.36428,20,mexico,58.967
5622,5622,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,933979.563,40.56047,24,mexico,58.967
5623,5623,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,16436.436,58.68674,660,mexico,58.967
5624,5624,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,670466.96,35.05687,28,mexico,58.967
5625,5625,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,75073.359,62.64931,32,mexico,58.967
5626,5626,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,1326097.214,39.37579,51,mexico,58.967
5627,5627,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,3364258.044,48.60618,533,mexico,58.967
5628,5628,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,2504011.804,75.39309,36,mexico,58.967
5629,5629,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,3360600.973,58.42563,40,mexico,58.967
5630,5630,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,445908.39,77.40921,31,mexico,58.967
5631,5631,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,5074190.42,65.58218,44,mexico,58.967
5632,5632,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,6864175.22,55.25699,48,mexico,58.967
5633,5633,MX_VER_XALAPA,Xalapa,22.6,60.3,September,2030,65,High,30,90,5.2,55,70,1413076.243,83.25935,50,mexico,58.967
5634,5634,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,NOT APPLICABLE,NOT APPLICABLE,52,mongolia,54.498
5635,5635,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,50330.837,29.58893,112,mongolia,54.498
5636,5636,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,2789.599,69.4836,56,mongolia,54.498
5637,5637,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,49787.283,78.30825,84,mongolia,54.498
5638,5638,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,41.142,87.80163,204,mongolia,54.498
5639,5639,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,81.528,87.81252,60,mongolia,54.498
5640,5640,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,44911.664,72.54636,64,mongolia,54.498
5641,5641,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,16.055,100,68,mongolia,54.498
5642,5642,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,97.51,24.7871,535,mongolia,54.498
5643,5643,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,47678.56,93.24918,70,mongolia,54.498
5644,5644,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,2759.528,65.54835,72,mongolia,54.498
5645,5645,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,104.924,46.1523,76,mongolia,54.498
5646,5646,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,28202.414,87.62312,92,mongolia,54.498
5647,5647,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,9054.576,61.83148,96,mongolia,54.498
5648,5648,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,10711.138,60.77914,100,mongolia,54.498
5649,5649,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,429.846,84.72253,854,mongolia,54.498
5650,5650,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,1574.679,90.82824,108,mongolia,54.498
5651,5651,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,184424.144,45.63354,132,mongolia,54.498
5652,5652,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,283.082,32.77197,116,mongolia,54.498
5653,5653,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,9206.17,83.27537,120,mongolia,54.498
5654,5654,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,11873.46,98.41559,124,mongolia,54.498
5655,5655,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,450.428,48.58791,136,mongolia,54.498
5656,5656,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,16393.827,54.13784,140,mongolia,54.498
5657,5657,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,62.806,100,148,mongolia,54.498
5658,5658,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,821.498,48.58306,152,mongolia,54.498
5659,5659,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,13625.507,73.72129,156,mongolia,54.498
5660,5660,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,27.904,76.50865,344,mongolia,54.498
5661,5661,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,3111.789,53.56988,446,mongolia,54.498
5662,5662,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,2972.271,76.82219,158,mongolia,54.498
5663,5663,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,223908.968,89.27756,170,mongolia,54.498
5664,5664,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,32.995,52.78715,174,mongolia,54.498
5665,5665,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,473.312,81.09262,178,mongolia,54.498
5666,5666,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,6290.166,79.02942,180,mongolia,54.498
5667,5667,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,27523.563,37.11521,184,mongolia,54.498
5668,5668,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,15800.53,17.59775,188,mongolia,54.498
5669,5669,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,638.84,70.85149,384,mongolia,54.498
5670,5670,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,18084.248,29.03399,191,mongolia,54.498
5671,5671,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,34051.103,63.24237,192,mongolia,54.498
5672,5672,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,41008.596,82.87756,531,mongolia,54.498
5673,5673,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,72.865,100,196,mongolia,54.498
5674,5674,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,7104.274,47.6457,203,mongolia,54.498
5675,5675,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,22460.393,27.11687,200,mongolia,54.498
5676,5676,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,19933.769,88.83862,208,mongolia,54.498
5677,5677,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,1415605.906,70.62589,262,mongolia,54.498
5678,5678,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,7485.887,100,212,mongolia,54.498
5679,5679,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,763.371,100,214,mongolia,54.498
5680,5680,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,24027.999,82.40642,218,mongolia,54.498
5681,5681,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,54129.764,84.32281,818,mongolia,54.498
5682,5682,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,959.412,32.52299,222,mongolia,54.498
5683,5683,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,7114.987,72.28031,226,mongolia,54.498
5684,5684,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,127582.053,51.76184,232,mongolia,54.498
5685,5685,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,17.253,77.83999,233,mongolia,54.498
5686,5686,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,5432.243,85.78813,748,mongolia,54.498
5687,5687,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,34211.272,56.72972,231,mongolia,54.498
5688,5688,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,3850.14,61.45374,230,mongolia,54.498
5689,5689,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,11016.041,78.70167,238,mongolia,54.498
5690,5690,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,197.829,89.33031,234,mongolia,54.498
5691,5691,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,965.922,68.06725,242,mongolia,54.498
5692,5692,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,10515.199,76.07274,246,mongolia,54.498
5693,5693,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,NOT APPLICABLE,NOT APPLICABLE,251,mongolia,54.498
5694,5694,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,6104.474,89.44563,250,mongolia,54.498
5695,5695,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,1247.129,79.96937,254,mongolia,54.498
5696,5696,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,74.988,74.15489,312,mongolia,54.498
5697,5697,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,11982.523,87.76487,474,mongolia,54.498
5698,5698,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,19486.952,66.73212,175,mongolia,54.498
5699,5699,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,125151.725,44.77278,492,mongolia,54.498
5700,5700,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,6554.224,79.15255,638,mongolia,54.498
5701,5701,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,1999.678,77.20733,258,mongolia,54.498
5702,5702,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,4283.355,47.78627,266,mongolia,54.498
5703,5703,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,1289.441,71.42056,270,mongolia,54.498
5704,5704,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,1305.985,26.53467,268,mongolia,54.498
5705,5705,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,149296.378,26.85552,276,mongolia,54.498
5706,5706,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,NOT APPLICABLE,NOT APPLICABLE,280,mongolia,54.498
5707,5707,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,3.869,82.01709,288,mongolia,54.498
5708,5708,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,54.583,44.77116,292,mongolia,54.498
5709,5709,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,986.172,61.96492,300,mongolia,54.498
5710,5710,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,5565.475,86.59761,304,mongolia,54.498
5711,5711,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,68147.584,83.81575,308,mongolia,54.498
5712,5712,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,65543.452,83.6429,316,mongolia,54.498
5713,5713,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,366.669,87.93716,320,mongolia,54.498
5714,5714,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,399.728,98.66593,324,mongolia,54.498
5715,5715,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,362.472,90.09205,624,mongolia,54.498
5716,5716,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,407.579,45.73528,328,mongolia,54.498
5717,5717,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,35.862,100,332,mongolia,54.498
5718,5718,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,1031.822,99.85297,336,mongolia,54.498
5719,5719,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,324.86,63.48644,340,mongolia,54.498
5720,5720,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,2774.523,92.66258,348,mongolia,54.498
5721,5721,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,3263.651,68.49437,352,mongolia,54.498
5722,5722,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,3657.494,63.87106,356,mongolia,54.498
5723,5723,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,82762.675,78.93083,360,mongolia,54.498
5724,5724,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,NOT APPLICABLE,NOT APPLICABLE,960,mongolia,54.498
5725,5725,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,38775.85,63.39033,364,mongolia,54.498
5726,5726,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,32.771,100,368,mongolia,54.498
5727,5727,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,10059.703,82.77185,372,mongolia,54.498
5728,5728,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,57.152,89.2972,376,mongolia,54.498
5729,5729,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,130.367,38.87113,380,mongolia,54.498
5730,5730,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,180.746,95.66044,388,mongolia,54.498
5731,5731,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,20003.638,56.42329,392,mongolia,54.498
5732,5732,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,16622.388,41.40501,400,mongolia,54.498
5733,5733,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,2484.863,48.48924,398,mongolia,54.498
5734,5734,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,848.033,28.55177,404,mongolia,54.498
5735,5735,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,12700.006,64.92257,296,mongolia,54.498
5736,5736,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,0.561,100,408,mongolia,54.498
5737,5737,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,11724.522,64.30749,410,mongolia,54.498
5738,5738,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,9642.912,75.14176,414,mongolia,54.498
5739,5739,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,390.338,94.4397,417,mongolia,54.498
5740,5740,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,1514994.08,40.14196,418,mongolia,54.498
5741,5741,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,292150.1,62.84106,428,mongolia,54.498
5742,5742,MN_ULAANBAATAR,Ulaanbaatar,14.1,15.1,August,2030,70,High,20,100,5.5,45,72,NOT APPLICABLE,NOT APPLICABLE,422,mongolia,54.498
